2026-03-10T16:16:45.519Z,0,0,0,0

2026-03-10T16:16:55.523Z,0,0,0,0

2026-03-10T16:17:05.538Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:17:15.583Z,0,0,0,0

2026-03-10T16:17:25.596Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:17:35.575Z,0,0,0,0

2026-03-10T16:17:45.586Z,0,0,0,0

2026-03-10T16:17:55.619Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:18:05.622Z,0,0,0,0

2026-03-10T16:18:15.618Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:18:25.644Z,0,0,0,0

